,searchterm,category,category_cleaned,lang,category_stem,searchterm_stem
957516,wick for candle making roll,FLAME_WICK,flame wick,en,"['flame', 'wick']",wick candl make roll
958635,baby pajamas 18 months carters,SLEEPWEAR,sleepwear,en,['sleepwear'],babi pajama 18 month carter
959082,rechen garten mit stiel,RAKE,rake,de,['rake'],rechen garten mit stiel
959718,bouton home iphone 7,PHONE_ACCESSORY,phone accessory,en,"['phone', 'accessori']",bouton home iphon 7
959722,holzrechen mit stiel,RAKE,rake,de,['rake'],holzrechen mit stiel
959916,thermal underwear for women set,BASE_LAYER_APPAREL_SET,base layer apparel set,en,"['base', 'layer', 'apparel', 'set']",thermal underwear women set
960013,felix gray glasses,BLUE_LIGHT_BLOCKING_EYEGLASSES,blue light blocking eyeglasses,ca,"['blue', 'light', 'block', 'eyeglass']",felix gray glass
961338,wavestorm 8,SPORT_BOARD_SKI,sport board ski,en,"['sport', 'board', 'ski']",wavestorm 8
961538,curvy mannequin full body female,MANNEQUIN_CLOTHING_FORM,mannequin clothing form,en,"['mannequin', 'cloth', 'form']",curvi mannequin full bodi femal
961881,bean bags toss halloween,TARGET_TOSSING_GAME,target tossing game,en,"['target', 'toss', 'game']",bean bag toss halloween
962023,sunset curve shirt with the tour dates,GUILD_APPAREL,guild apparel,en,"['guild', 'apparel']",sunset curv shirt tour date
962508,kids cornhole set,TARGET_TOSSING_GAME,target tossing game,en,"['target', 'toss', 'game']",kid cornhol set
963960,crash landing on you soundtrack,DOWNLOADABLE_MUSIC_ALBUM,downloadable music album,en,"['download', 'music', 'album']",crash land soundtrack
964530,wakesurf rope with handle,TOW_SPORTS_LINE,tow sports line,en,"['tow', 'sport', 'line']",wakesurf rope handl
964954,cottonballs for face,COTTON_PAD,cotton pad,en,"['cotton', 'pad']",cottonbal face
966002,steel graters for kitchen,FOOD_GRATER,food grater,nl,"['food', 'grater']",steel grater kitchen
966091,anti mould bath mat,BATHTUB_SHOWER_MAT,bathtub shower mat,en,"['bathtub', 'shower', 'mat']",anti mould bath mat
966566,play houses for outdoors,PLAYHOUSE,playhouse,en,['playhous'],play hous outdoor
967091,ruteadoras para madera skill,ROUTER_POWER_TOOL,router power tool,pt,"['router', 'power', 'tool']",ruteadora madera skill
967273,batiste dry shampoo blonde 6,DRY_SHAMPOO,dry shampoo,en,"['dri', 'shampoo']",batist dri shampoo blond 6
967707,lenti a contatto colorate verdi,CONTACT_LENSES,contact lenses,it,"['contact', 'lens']",lenti contatto color verdi
967709,outil rotatif,ROTARY_TOOL,rotary tool,fr,"['rotari', 'tool']",outil rotatif
968307,faceshieldswithglasses anti fog,FACE_SHIELD,face shield,en,"['face', 'shield']",faceshieldswithglass anti fog
968708,160mm disc brake rotor 6 bolt,BRAKE_ROTOR,brake rotor,sk,"['brake', 'rotor']",160mm disc brake rotor 6 bolt
969306,hanging mannequin flesh,MANNEQUIN_CLOTHING_FORM,mannequin clothing form,en,"['mannequin', 'cloth', 'form']",hang mannequin flesh
969475,m16 cleaning kit tan,GUN_CLEANING_KIT,gun cleaning kit,tl,"['gun', 'clean', 'kit']",m16 clean kit tan
970172,wakeboard rope blue,TOW_SPORTS_LINE,tow sports line,af,"['tow', 'sport', 'line']",wakeboard rope blue
970283,iris & lilly panties,UNDERWEAR,underwear,lt,['underwear'],iri & lilli panti
970376,food gift cards email delivery,ELECTRONIC_GIFT_CARD,electronic gift card,en,"['electron', 'gift', 'card']",food gift card email deliveri
971678,sliding door closers residential,DOOR_CLOSER,door closer,es,"['door', 'closer']",slide door closer residenti
971962,keyless start for motorcycle,CAR_ALARM,car alarm,en,"['car', 'alarm']",keyless start motorcycl
972717,forward controls sportster 883 2016,POWERSPORTS_VEHICLE_PART,powersports vehicle part,en,"['powersport', 'vehicl', 'part']",forward control sportster 883 2016
973703,boat snaps black,SNAP_FASTENER,snap fastener,en,"['snap', 'fasten']",boat snap black
975823,super jumbo cotton balls,COTTON_PAD,cotton pad,it,"['cotton', 'pad']",super jumbo cotton ball
977106,james spader jacket,ENTERTAINMENT_MEMORABILIA,entertainment memorabilia,sv,"['entertain', 'memorabilia']",jame spader jacket
977559,sony speaker stands,SPEAKER_AMPLIFIER_STAND,speaker amplifier stand,sv,"['speaker', 'amplifi', 'stand']",soni speaker stand
978405,kids long underwear girls,BASE_LAYER_APPAREL_SET,base layer apparel set,af,"['base', 'layer', 'apparel', 'set']",kid long underwear girl
980193,headrest tv with wifi,PORTABLE_VIDEO_DISC_PLAYER,portable video disc player,en,"['portabl', 'video', 'disc', 'player']",headrest tv wifi
982023,wick for candle making spool,FLAME_WICK,flame wick,en,"['flame', 'wick']",wick candl make spool
982316,techniks er32 collet set,TOOL_CHUCK,tool chuck,da,"['tool', 'chuck']",technik er32 collet set
983521,viper alarm system with start engine,CAR_ALARM,car alarm,en,"['car', 'alarm']",viper alarm system start engin
984357,ps games for kids 8-12,CONSOLE_VIDEO_GAMES,console video games,da,"['consol', 'video', 'game']",ps game kid 8-12
984478,contour next ez diabetes testing kit,GLUCOSE_METER,glucose meter,fr,"['glucos', 'meter']",contour next ez diabet test kit
984639,basketball net replacement outdoor,SPORT_NET,sport net,nl,"['sport', 'net']",basketbal net replac outdoor
985819,freeze dried ice cream bites,DAIRY_BASED_ICE_CREAM,dairy based ice cream,en,"['dairi', 'base', 'ice', 'cream']",freez dri ice cream bite
988163,rolling massager stick,MASSAGE_STICK,massage stick,sv,"['massag', 'stick']",roll massag stick
989278,terminal block 12 position,TERMINAL_BLOCK,terminal block,en,"['termin', 'block']",termin block 12 posit
989999,football net 24 x 8ft,SPORT_NET,sport net,no,"['sport', 'net']",footbal net 24 x 8ft
990239,creative cloud subscription,ABIS_DOWNLOADABLE_SOFTWARE,abis downloadable software,ro,"['abi', 'download', 'softwar']",creativ cloud subscript
990527,tub shower faucet set brushed gold,BATHTUB_SHOWER_TRIM_KIT,bathtub shower trim kit,en,"['bathtub', 'shower', 'trim', 'kit']",tub shower faucet set brush gold
991078,snaps for clothing no sew,SNAP_FASTENER,snap fastener,en,"['snap', 'fasten']",snap cloth sew
991155,female mannequin full body poseable,MANNEQUIN_CLOTHING_FORM,mannequin clothing form,en,"['mannequin', 'cloth', 'form']",femal mannequin full bodi poseabl
991182,ideal wire stripperst t-14,WIRE_STRIPPER,wire stripper,en,"['wire', 'stripper']",ideal wire stripperst t-14
995509,speaker stands pair bookshelf monoprice,SPEAKER_AMPLIFIER_STAND,speaker amplifier stand,en,"['speaker', 'amplifi', 'stand']",speaker stand pair bookshelf monopric
996212,popsocket tidepool gold,CELL_PHONE_GRIP,cell phone grip,en,"['cell', 'phone', 'grip']",popsocket tidepool gold
996500,einhandhobel,HARDWARE_PLANER,hardware planer,de,"['hardwar', 'planer']",einhandhobel
996701,electronic gift card,ELECTRONIC_GIFT_CARD,electronic gift card,ro,"['electron', 'gift', 'card']",electron gift card
997005,gun cleaning kits for handguns,GUN_CLEANING_KIT,gun cleaning kit,en,"['gun', 'clean', 'kit']",gun clean kit handgun
997286,bed risers 3 inch,HOME_BED_AND_BATH,home bed and bath,en,"['home', 'bed', 'and', 'bath']",bed riser 3 inch
998083,phoenix contact terminal block,TERMINAL_BLOCK,terminal block,en,"['termin', 'block']",phoenix contact termin block
998187,fascia cellulare running,PORTABLE_ELECTRONIC_DEVICE_ARMBAND,portable electronic device armband,it,"['portabl', 'electron', 'devic', 'armband']",fascia cellular run
998858,thermostatic shower system black,BATHTUB_SHOWER_TRIM_KIT,bathtub shower trim kit,en,"['bathtub', 'shower', 'trim', 'kit']",thermostat shower system black
999311,zeta handguards blue,POWERSPORTS_VEHICLE_PART,powersports vehicle part,nl,"['powersport', 'vehicl', 'part']",zeta handguard blue
999657,basketball net outdoor replacement,SPORT_NET,sport net,nl,"['sport', 'net']",basketbal net outdoor replac
999943,cooley high t-shirt,GUILD_APPAREL,guild apparel,en,"['guild', 'apparel']",cooley high t-shirt
1000082,security alarm system for car,CAR_ALARM,car alarm,en,"['car', 'alarm']",secur alarm system car
1000292,whitecoat clipboard physical therapy edition,CLIPBOARD,clipboard,en,['clipboard'],whitecoat clipboard physic therapi edit
1000395,succulent tools set with mat,GARDEN_TOOL_SET,garden tool set,en,"['garden', 'tool', 'set']",succul tool set mat
1001915,banglijian hearing amplifier rechargeable,HEARING_AMPLIFIER,hearing amplifier,en,"['hear', 'amplifi']",banglijian hear amplifi recharg
1002066,cordless pool vacuum robotic,POOL_VACUUM,pool vacuum,ca,"['pool', 'vacuum']",cordless pool vacuum robot
1002133,the king of fighters xbox 360,CONSOLE_VIDEO_GAMES,console video games,en,"['consol', 'video', 'game']",king fighter xbox 360
1002715,walkman cd player,AUDIO_CD_PLAYER,audio cd player,so,"['audio', 'cd', 'player']",walkman cd player
1002808,merzena 400,ABRASIVES,abrasives,pl,['abras'],merzena 400
1002822,plastic face masks for glasses,FACE_SHIELD,face shield,en,"['face', 'shield']",plastic face mask glass
1003434,mt3 chuck,TOOL_CHUCK,tool chuck,vi,"['tool', 'chuck']",mt3 chuck
1003519,bodyboard 42 inch,SPORT_BOARD_SKI,sport board ski,cy,"['sport', 'board', 'ski']",bodyboard 42 inch
1003939,hand planes for woodworking,HARDWARE_PLANER,hardware planer,en,"['hardwar', 'planer']",hand plane woodwork
1004988,amazon gutschein 20 euro,ABIS_GIFT_CARD,abis gift card,de,"['abi', 'gift', 'card']",amazon gutschein 20 euro
1005185,romanoff caviar,SEAFOOD,seafood,en,['seafood'],romanoff caviar
1005418,rete calcio tennis,SPORT_NET,sport net,it,"['sport', 'net']",rete calcio tenni
1005625,test indicator stem,PRECISION_MEASURING,precision measuring,en,"['precis', 'measur']",test indic stem
1005745,sugar level testing machine,GLUCOSE_METER,glucose meter,en,"['glucos', 'meter']",sugar level test machin
1006137,rice pilaf mix,RICE_MIX,rice mix,ro,"['rice', 'mix']",rice pilaf mix
1006417,blood glucose test kit,GLUCOSE_METER,glucose meter,et,"['glucos', 'meter']",blood glucos test kit
1008626,sarees for women party wear indian silk,SAREE,saree,en,['sare'],sare women parti wear indian silk
1009023,long underwear boys,BASE_LAYER_APPAREL_SET,base layer apparel set,cy,"['base', 'layer', 'apparel', 'set']",long underwear boy
1009135,mitutoyo dial indicator tips,PRECISION_MEASURING,precision measuring,it,"['precis', 'measur']",mitutoyo dial indic tip
1009577,perches for bird cages natural wood,ANIMAL_PERCH,animal perch,en,"['anim', 'perch']",perch bird cage natur wood
1010255,iris and lilly knickers,UNDERWEAR,underwear,en,['underwear'],iri lilli knicker
1011651,antenna analyzer 3ghz,PRECISION_MEASURING,precision measuring,en,"['precis', 'measur']",antenna analyz 3ghz
1012180,battery powered pool vacuum,POOL_VACUUM,pool vacuum,en,"['pool', 'vacuum']",batteri power pool vacuum
1012464,cctv dvr 16 channel hybrid with hard drive,DIGITAL_VIDEO_RECORDER,digital video recorder,cy,"['digit', 'video', 'record']",cctv dvr 16 channel hybrid hard drive
1014308,elliptical exercise machine,ELLIPTICAL_TRAINER,elliptical trainer,ca,"['ellipt', 'trainer']",ellipt exercis machin
1014597,carabiners for hammock,CARABINER,carabiner,en,['carabin'],carabin hammock
1015895,rubber office chair wheels ikea,INDUSTRIAL_CASTERS,industrial casters,en,"['industri', 'caster']",rubber offic chair wheel ikea
1015929,giant unicorn sprinkler,WATER_PLAY_SPRINKLER,water play sprinkler,it,"['water', 'play', 'sprinkler']",giant unicorn sprinkler
1015981,kindle ereader devices,AMAZON_BOOK_READER,amazon book reader,da,"['amazon', 'book', 'reader']",kindl eread devic
1016076,popsockets popgrip with swappable top for phones,CELL_PHONE_GRIP,cell phone grip,en,"['cell', 'phone', 'grip']",popsocket popgrip swappabl top phone
1017030,boys thermal underwear,BASE_LAYER_APPAREL_SET,base layer apparel set,en,"['base', 'layer', 'apparel', 'set']",boy thermal underwear
1017959,shrub rake head,RAKE,rake,sq,['rake'],shrub rake head
1020581,picture rail hanging kit,PICTURE_HANGER,picture hanger,tl,"['pictur', 'hanger']",pictur rail hang kit
1020929,9g servo digital,HOBBIES,hobbies,af,['hobbi'],9g servo digit
1021308,60s and 70s greatest hits,DOWNLOADABLE_MUSIC_ALBUM,downloadable music album,en,"['download', 'music', 'album']",60 70 greatest hit
1023268,plastic buckle clips,BUCKLE,buckle,en,['buckl'],plastic buckl clip
1023462,stulpen,LEG_SLEEVE,leg sleeve,ro,"['leg', 'sleev']",stulpen
1023546,clevis pins 1/4 x 2,HARDWARE_PIN,hardware pin,en,"['hardwar', 'pin']",clevi pin 1/4 x 2
1023592,imbrago,SAFETY_HARNESS,safety harness,tl,"['safeti', 'har']",imbrago
1024198,assurion 3yr. warranty for electronics,CONSUMER_ELECTRONICS,consumer electronics,en,"['consum', 'electron']",assurion 3yr . warranti electron
1024562,leaf lard,EDIBLE_OIL_ANIMAL,edible oil animal,da,"['edibl', 'oil', 'anim']",leaf lard
1025833,wooden playhouse,PLAYHOUSE,playhouse,nl,['playhous'],wooden playhous
1025963,blood glucose monitors kit,GLUCOSE_METER,glucose meter,sl,"['glucos', 'meter']",blood glucos monitor kit
1026259,grass rake for lawn,RAKE,rake,en,['rake'],grass rake lawn
1026348,office chair wheels replacement ikea,INDUSTRIAL_CASTERS,industrial casters,en,"['industri', 'caster']",offic chair wheel replac ikea
1026875,toddler drum set wooden,MUSICAL_INSTRUMENT_TOY,musical instrument toy,af,"['music', 'instrument', 'toy']",toddler drum set wooden
1026998,ecran iphone 7 complet,PHONE_ACCESSORY,phone accessory,fr,"['phone', 'accessori']",ecran iphon 7 complet
1027067,dahua nvr ai,DIGITAL_VIDEO_RECORDER,digital video recorder,id,"['digit', 'video', 'record']",dahua nvr
1029442,pluggable terminal block,TERMINAL_BLOCK,terminal block,en,"['termin', 'block']",pluggabl termin block
1029643,warranty protection plan laptop,CONSUMER_ELECTRONICS,consumer electronics,en,"['consum', 'electron']",warranti protect plan laptop
1030004,bulk clipboards 30 pack,CLIPBOARD,clipboard,en,['clipboard'],bulk clipboard 30 pack
1030862,cd walkman player,AUDIO_CD_PLAYER,audio cd player,so,"['audio', 'cd', 'player']",cd walkman player
1031307,wakeboard rope dyneema,TOW_SPORTS_LINE,tow sports line,af,"['tow', 'sport', 'line']",wakeboard rope dyneema
1031412,wicks for oil lamps 1 inch,FLAME_WICK,flame wick,en,"['flame', 'wick']",wick oil lamp 1 inch
1031872,collapsible rake,RAKE,rake,it,['rake'],collaps rake
1032039,near east rice pilaf,RICE_MIX,rice mix,ro,"['rice', 'mix']",near east rice pilaf
1032964,carnival games ring toss,TARGET_TOSSING_GAME,target tossing game,en,"['target', 'toss', 'game']",carniv game ring toss
1033233,pool vacuum cordless inground,POOL_VACUUM,pool vacuum,en,"['pool', 'vacuum']",pool vacuum cordless inground
1033848,optical to rca adapter,ELECTRONIC_SIGNAL_CONVERTER,electronic signal converter,pt,"['electron', 'signal', 'convert']",optic rca adapt
1034524,fine steel wool 0,ABRASIVES,abrasives,af,['abras'],fine steel wool 0
1035027,cd player portable for car,AUDIO_CD_PLAYER,audio cd player,en,"['audio', 'cd', 'player']",cd player portabl car
1036320,pop socet,CELL_PHONE_GRIP,cell phone grip,cs,"['cell', 'phone', 'grip']",pop socet
1038072,amazon gift card birthday woman,ABIS_GIFT_CARD,abis gift card,so,"['abi', 'gift', 'card']",amazon gift card birthday woman
1038222,thermal underwear for kids,BASE_LAYER_APPAREL_SET,base layer apparel set,en,"['base', 'layer', 'apparel', 'set']",thermal underwear kid
1038428,kids clipboard boy,CLIPBOARD,clipboard,en,['clipboard'],kid clipboard boy
1039202,inflatable mannequin legs,MANNEQUIN_CLOTHING_FORM,mannequin clothing form,fr,"['mannequin', 'cloth', 'form']",inflat mannequin leg
1039310,cd audio player portable,AUDIO_CD_PLAYER,audio cd player,en,"['audio', 'cd', 'player']",cd audio player portabl
1039394,chamfer plane for woodworking,HARDWARE_PLANER,hardware planer,en,"['hardwar', 'planer']",chamfer plane woodwork
1039629,brazilian mannequin torso,MANNEQUIN_CLOTHING_FORM,mannequin clothing form,it,"['mannequin', 'cloth', 'form']",brazilian mannequin torso
1040247,wavestorm surfboard 9ft,SPORT_BOARD_SKI,sport board ski,en,"['sport', 'board', 'ski']",wavestorm surfboard 9ft
1040300,marine terminal block 8 position,TERMINAL_BLOCK,terminal block,en,"['termin', 'block']",marin termin block 8 posit
1040308,bean bag toss game for toddlers,TARGET_TOSSING_GAME,target tossing game,en,"['target', 'toss', 'game']",bean bag toss game toddler
1040781,pferd file fine,ABRASIVES,abrasives,da,['abras'],pferd file fine
1041139,vanilla bean ice cream,DAIRY_BASED_ICE_CREAM,dairy based ice cream,en,"['dairi', 'base', 'ice', 'cream']",vanilla bean ice cream
1041511,lenzotica kontaktlinsen,CONTACT_LENSES,contact lenses,sl,"['contact', 'lens']",lenzotica kontaktlinsen
1043092,overall buckles silver,BUCKLE,buckle,no,['buckl'],overal buckl silver
1043510,sound card pc,SOUND_CARD,sound card,en,"['sound', 'card']",sound card pc
1043785,sat receiver hdmi,SATELLITE_RECEIVER,satellite receiver,ro,"['satellit', 'receiv']",sat receiv hdmi
1044275,crazy sprinkler for kids outdoor play,WATER_PLAY_SPRINKLER,water play sprinkler,en,"['water', 'play', 'sprinkler']",crazi sprinkler kid outdoor play
1047051,jfg racing handguards,POWERSPORTS_VEHICLE_PART,powersports vehicle part,en,"['powersport', 'vehicl', 'part']",jfg race handguard
1047578,kid bean bag toss game,TARGET_TOSSING_GAME,target tossing game,tl,"['target', 'toss', 'game']",kid bean bag toss game
1047922,baby leg warmers 6-9 months girl,LEG_SLEEVE,leg sleeve,en,"['leg', 'sleev']",babi leg warmer 6-9 month girl
1048807,ice cream haagen dazs bar,DAIRY_BASED_ICE_CREAM,dairy based ice cream,nl,"['dairi', 'base', 'ice', 'cream']",ice cream haagen daz bar
1049692,linchpin 1/8,HARDWARE_PIN,hardware pin,it,"['hardwar', 'pin']",linchpin 1/8
1050352,handytasche arm,PORTABLE_ELECTRONIC_DEVICE_ARMBAND,portable electronic device armband,en,"['portabl', 'electron', 'devic', 'armband']",handytasch arm
